Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(Hadr04)\# of Exceps Thrown / sec,\.NET CLR Memory(Hadr04)\# Bytes in all Heaps,\.NET CLR Memory(Hadr04)\# Total committed bytes,\.NET CLR Memory(Hadr04)\# Gen 0 Collections,\.NET CLR Memory(Hadr04)\# Gen 1 Collections,\.NET CLR Memory(Hadr04)\# Gen 2 Collections,\.NET CLR Memory(Hadr04)\% Time in GC,\Process(Hadr04)\% Processor Time,\Process(Hadr04)\% Privileged Time,\Process(Hadr04)\% User Time,\Process(Hadr04)\Private Bytes,\.NET CLR LocksAndThreads(Hadr04)\Contention Rate / sec,\Process(Hadr04)\Working Set,
226,"AutoMark","113,038.19",78,11,16,62,0,0,0,0,0,0,0,84,0,84,"104,493,056",0,"128,217,088",
227,"AutoMark","113,544.05",57,0,10,46,0,0,0,0,0,0,0,92,0,92,"104,493,056",0,"128,258,048",
228,"AutoMark","114,044.34",57,0,12,44,0,0,0,0,0,0,0,84,0,84,"104,493,056",0,"128,258,048",
229,"AutoMark","114,546.35",71,37,10,63,0,0,0,0,0,0,0,71,0,71,"104,493,056",0,"128,258,048",
230,"AutoMark","115,047.46",66,1,14,52,0,0,0,0,0,0,0,77,3,74,"104,493,056",0,"128,258,048",
231,"AutoMark","115,549.54",54,0,2,52,0,0,0,0,0,0,0,87,3,84,"104,493,056",0,"128,258,048",
232,"AutoMark","116,059.01",55,0,4,49,0,0,0,0,0,0,0,82,0,82,"104,493,056",0,"128,258,048",
233,"AutoMark","116,559.82",46,0,2,43,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,258,048",
234,"AutoMark","117,059.99",35,0,1,34,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
235,"AutoMark","117,560.25",34,0,1,32,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
236,"AutoMark","118,061.26",33,0,3,32,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
237,"AutoMark","118,562.27",35,0,0,35,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
238,"AutoMark","119,062.48",46,0,7,38,0,0,0,0,0,0,0,90,0,90,"104,493,056",0,"128,282,624",
239,"AutoMark","119,562.64",45,0,3,42,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,282,624",
240,"AutoMark","120,062.80",39,0,0,39,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
241,"AutoMark","120,565.91",35,0,1,33,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
242,"AutoMark","121,066.05",39,0,1,37,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
243,"AutoMark","121,569.23",51,0,3,47,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
244,"AutoMark","122,069.33",42,31,6,36,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
245,"AutoMark","122,572.38",47,0,3,44,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,282,624",
246,"AutoMark","123,073.63",43,0,0,42,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
247,"AutoMark","123,576.73",42,0,2,42,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
248,"AutoMark","124,076.85",40,0,1,38,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
249,"AutoMark","124,577.16",33,0,1,32,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
250,"AutoMark","125,078.26",35,0,0,35,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
251,"AutoMark","125,579.28",36,1,3,33,0,0,0,0,0,0,0,90,0,90,"104,493,056",0,"128,282,624",
252,"AutoMark","126,083.39",59,0,6,51,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
253,"AutoMark","126,583.51",56,0,7,49,0,0,0,0,0,0,0,93,3,90,"104,493,056",0,"128,282,624",
254,"AutoMark","127,084.65",64,7,4,59,0,0,0,0,0,0,0,93,3,90,"104,493,056",0,"128,282,624",
255,"AutoMark","127,584.79",42,0,3,39,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,282,624",
256,"AutoMark","128,084.94",34,0,3,31,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
257,"AutoMark","128,585.08",32,0,1,31,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
258,"AutoMark","129,085.18",35,0,0,35,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
259,"AutoMark","129,585.32",45,1,9,35,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,282,624",
260,"AutoMark","130,085.47",37,0,3,34,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
261,"AutoMark","130,585.60",38,0,2,35,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
262,"AutoMark","131,085.79",32,0,1,31,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
263,"AutoMark","131,592.51",35,0,3,33,0,0,0,0,0,0,0,98,0,98,"104,493,056",0,"128,282,624",
264,"AutoMark","132,097.02",42,0,4,37,0,0,0,0,0,0,0,92,0,92,"104,493,056",0,"128,282,624",
265,"AutoMark","132,597.17",42,0,1,40,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
266,"AutoMark","133,097.27",42,0,1,40,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
267,"AutoMark","133,597.40",39,1,3,35,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
268,"AutoMark","134,097.56",46,3,4,42,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
269,"AutoMark","134,597.68",48,0,5,42,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,282,624",
270,"AutoMark","135,097.81",38,0,3,34,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
271,"AutoMark","135,597.94",38,0,1,36,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,282,624",
272,"AutoMark","136,100.07",39,0,0,38,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,282,624",
273,"AutoMark","136,600.11",20,1,3,16,0,0,0,0,0,0,0,21,3,18,"104,701,952",0,"128,610,304",
274,"AutoMark","137,101.05",16,0,2,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
275,"AutoMark","137,601.07",15,0,1,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
276,"AutoMark","138,101.25",19,0,4,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
277,"AutoMark","138,601.97",28,0,7,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
278,"AutoMark","139,103.00",28,0,6,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
279,"AutoMark","139,604.20",34,79,7,26,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
280,"AutoMark","140,106.66",35,3,5,29,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
281,"AutoMark","140,610.86",42,5,11,33,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,610,304",
282,"AutoMark","141,113.43",33,"1,405",10,22,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
283,"AutoMark","141,620.74",16,469,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
284,"AutoMark","142,121.48",17,1,6,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
285,"AutoMark","142,623.52",19,0,4,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
286,"AutoMark","143,124.06",12,0,3,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
287,"AutoMark","143,624.71",18,0,5,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
288,"AutoMark","144,127.34",22,0,2,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
289,"AutoMark","144,631.53",28,0,7,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
290,"AutoMark","145,132.39",27,0,5,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
291,"AutoMark","145,633.38",17,0,3,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
292,"AutoMark","146,135.25",23,0,4,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
293,"AutoMark","146,636.67",18,0,2,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
294,"AutoMark","147,138.07",25,0,3,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
295,"AutoMark","147,641.07",22,0,5,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
296,"AutoMark","148,143.72",17,0,4,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
297,"AutoMark","148,644.31",28,0,7,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
298,"AutoMark","149,145.55",37,0,7,30,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
299,"AutoMark","149,645.71",41,0,7,34,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
300,"AutoMark","150,145.71",15,0,3,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
301,"AutoMark","150,646.57",29,0,9,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
302,"AutoMark","151,146.81",13,0,3,9,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
303,"AutoMark","151,651.63",17,0,3,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
304,"AutoMark","152,152.31",22,0,7,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
305,"AutoMark","152,652.58",15,0,2,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
306,"AutoMark","153,152.77",11,0,4,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
307,"AutoMark","153,653.26",15,3,2,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
308,"AutoMark","154,157.59",12,0,2,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
309,"AutoMark","154,658.65",22,0,5,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
310,"AutoMark","155,160.67",25,0,6,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
311,"AutoMark","155,662.70",33,0,4,28,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
312,"AutoMark","156,164.01",29,0,4,24,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
313,"AutoMark","156,665.07",22,0,3,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
314,"AutoMark","157,166.13",16,0,3,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
315,"AutoMark","157,667.12",25,0,5,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
316,"AutoMark","158,168.13",23,0,10,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
317,"AutoMark","158,668.64",21,0,3,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
318,"AutoMark","159,170.25",14,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
319,"AutoMark","159,671.11",12,0,2,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
320,"AutoMark","160,173.48",26,0,3,24,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
321,"AutoMark","160,674.06",35,0,5,29,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
322,"AutoMark","161,175.29",38,0,5,32,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
323,"AutoMark","161,681.19",19,0,3,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
324,"AutoMark","162,181.91",20,0,5,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
325,"AutoMark","162,682.01",15,0,3,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
326,"AutoMark","163,182.64",20,0,6,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
327,"AutoMark","163,682.93",15,0,4,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
328,"AutoMark","164,183.82",25,5,2,23,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
329,"AutoMark","164,683.97",20,0,4,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
330,"AutoMark","165,184.02",17,0,7,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
331,"AutoMark","165,685.03",14,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
332,"AutoMark","166,185.94",18,0,6,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
333,"AutoMark","166,687.33",12,0,1,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
334,"AutoMark","167,188.26",24,0,7,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
335,"AutoMark","167,690.37",13,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
336,"AutoMark","168,192.71",15,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
337,"AutoMark","168,693.41",22,0,8,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
338,"AutoMark","169,195.03",29,0,7,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
339,"AutoMark","169,695.80",22,0,7,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
340,"AutoMark","170,197.33",22,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
341,"AutoMark","170,698.67",18,0,6,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
342,"AutoMark","171,199.09",23,0,4,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
343,"AutoMark","171,704.05",11,0,2,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
344,"AutoMark","172,204.87",20,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
345,"AutoMark","172,705.70",27,7,8,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
346,"AutoMark","173,212.59",42,0,13,27,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
347,"AutoMark","173,712.62",32,0,13,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
348,"AutoMark","174,212.69",27,0,7,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
349,"AutoMark","174,712.74",16,0,3,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
350,"AutoMark","175,214.32",21,0,2,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
351,"AutoMark","175,716.22",25,0,4,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
352,"AutoMark","176,217.61",18,0,2,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
353,"AutoMark","176,719.36",24,0,9,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
354,"AutoMark","177,220.63",15,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
355,"AutoMark","177,720.71",14,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
356,"AutoMark","178,221.30",23,0,5,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
357,"AutoMark","178,722.41",14,0,1,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
358,"AutoMark","179,223.53",18,0,4,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
359,"AutoMark","179,725.20",17,0,4,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
360,"AutoMark","180,226.97",18,0,4,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
361,"AutoMark","180,727.43",19,0,7,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
362,"AutoMark","181,229.26",21,0,5,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
363,"AutoMark","181,738.16",31,3,5,24,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
364,"AutoMark","182,239.00",25,0,2,23,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
365,"AutoMark","182,743.32",48,0,5,41,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
366,"AutoMark","183,244.62",25,1,7,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
367,"AutoMark","183,747.40",21,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
368,"AutoMark","184,247.75",17,0,3,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
369,"AutoMark","184,748.14",22,0,4,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
370,"AutoMark","185,248.69",16,0,3,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
371,"AutoMark","185,748.89",19,0,2,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
372,"AutoMark","186,249.44",24,0,4,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
373,"AutoMark","186,749.47",24,0,3,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
374,"AutoMark","187,249.86",18,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
375,"AutoMark","187,750.19",18,0,3,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
376,"AutoMark","188,251.14",33,1,10,23,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
377,"AutoMark","188,752.64",14,0,0,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
378,"AutoMark","189,253.85",22,0,6,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
379,"AutoMark","189,755.22",15,0,3,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
380,"AutoMark","190,258.16",15,0,5,9,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
381,"AutoMark","190,759.02",20,0,4,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
382,"AutoMark","191,261.06",19,0,11,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
383,"AutoMark","191,772.09",27,0,9,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
384,"AutoMark","192,287.04",30,0,13,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
385,"AutoMark","192,787.88",27,31,5,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
386,"AutoMark","193,288.66",18,15,7,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
387,"AutoMark","193,793.91",21,0,8,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
388,"AutoMark","194,295.25",24,21,7,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
389,"AutoMark","194,796.08",15,0,7,9,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
390,"AutoMark","195,298.37",24,0,13,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
391,"AutoMark","195,800.85",17,0,5,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
392,"AutoMark","196,302.81",34,15,9,24,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
393,"AutoMark","196,802.88",21,0,8,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
394,"AutoMark","197,304.49",25,0,7,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
395,"AutoMark","197,806.87",21,0,9,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
396,"AutoMark","198,309.35",24,0,7,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
397,"AutoMark","198,812.77",25,0,10,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
398,"AutoMark","199,319.42",23,1,3,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
399,"AutoMark","199,821.48",27,0,10,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
400,"AutoMark","200,323.31",27,0,7,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
401,"AutoMark","200,825.63",26,0,3,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
402,"AutoMark","201,327.74",26,0,7,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
403,"AutoMark","201,837.33",26,0,6,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
404,"AutoMark","202,340.61",20,0,6,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
405,"AutoMark","202,842.22",12,0,1,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
406,"AutoMark","203,343.49",16,0,6,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
407,"AutoMark","203,845.34",25,0,6,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
408,"AutoMark","204,347.84",30,0,9,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
409,"AutoMark","204,849.40",12,0,5,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
410,"AutoMark","205,351.08",22,0,6,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
411,"AutoMark","205,853.69",28,0,9,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
412,"AutoMark","206,354.66",26,0,8,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
413,"AutoMark","206,855.08",21,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
414,"AutoMark","207,356.57",24,0,7,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
415,"AutoMark","207,859.56",27,0,8,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
416,"AutoMark","208,361.08",27,0,4,22,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
417,"AutoMark","208,866.52",18,0,3,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
418,"AutoMark","209,366.67",21,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
419,"AutoMark","209,868.27",28,0,4,23,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
420,"AutoMark","210,368.82",28,1,6,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
421,"AutoMark","210,869.07",21,0,9,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
422,"AutoMark","211,369.63",24,0,8,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
423,"AutoMark","211,875.12",17,0,8,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
424,"AutoMark","212,377.03",15,0,2,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
425,"AutoMark","212,878.57",11,0,3,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
426,"AutoMark","213,379.14",14,0,2,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
427,"AutoMark","213,881.66",17,0,1,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
428,"AutoMark","214,383.12",28,0,2,25,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
429,"AutoMark","214,885.14",22,0,7,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
430,"AutoMark","215,386.46",25,0,4,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
431,"AutoMark","215,889.55",21,0,4,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
432,"AutoMark","216,394.48",27,0,6,20,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
433,"AutoMark","216,896.29",23,0,7,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
434,"AutoMark","217,398.10",24,0,5,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
435,"AutoMark","217,901.15",20,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,606,208",
